,Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
31947,Apartamento;Copacabana;2;1;1;230;12000;2133;840
31948,Apartamento;Recreio dos Bandeirantes;1;1;1;52;1400;511;
31949,Apartamento;Recreio dos Bandeirantes;3;1;2;82;1500;484;
31950,Flat;Botafogo;1;1;1;44;2500;850;120
31951,Apartamento;Campo Grande;2;0;0;60;1200;500;
31952,Conjunto Comercial/Sala;Centro;0;12;0;2598;207859;38974;
31953,Galpão/Depósito/Armazém;Bonsucesso;0;0;0;426;6900;;
31954,Quitinete;Flamengo;1;0;0;29;950;400;
31955,Apartamento;Recreio dos Bandeirantes;3;1;1;88;2000;850;200
31956,Apartamento;Recreio dos Bandeirantes;3;2;1;92;2000;500;154
31957,Apartamento;Ilha do Governador;2;1;1;90;2400;405;170
31958,Apartamento;Senador Vasconcelos;2;1;1;60;1000;180;
31959,Conjunto Comercial/Sala;Flamengo;0;1;0;36;1000;1400;200
31960,Apartamento;Anil;2;1;0;50;900;350;1350
31961,Loja/Salão;Barra da Tijuca;0;1;0;85;2000;1505;1272
31962,Apartamento;Copacabana;3;0;1;120;2800;1050;100
31963,Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;185;2600;900;300
31964,Apartamento;Leblon;3;2;1;140;7500;2000;800
31965,Apartamento;Barra da Tijuca;4;2;1;350;20000;3950;1900
31966,Apartamento;Leblon;3;0;0;120;3500;950;
31967,Apartamento;Freguesia (Jacarepaguá);2;1;0;55;1000;450;
31968,Conjunto Comercial/Sala;Centro;0;0;0;30;400;500;79
31969,Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;72;4300;1450;2165
31970,Apartamento;Estácio;1;1;1;32;1000;409;14
31971,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;35;1500;1315;367
31972,Apartamento;Tijuca;2;1;0;65;1200;640;97
31973,Apartamento;Barra da Tijuca;1;1;1;60;1800;1000;256
31974,Apartamento;Botafogo;6;2;3;330;18000;2300;1109
31975,Apartamento;Barra da Tijuca;2;1;1;52;1300;480;140
31976,Apartamento;Tijuca;3;1;1;125;2400;870;141
31977,Apartamento;Copacabana;1;0;0;55;1900;678;28
31978,Apartamento;Tijuca;2;1;0;80;1000;614;
31979,Apartamento;Leblon;4;1;1;290;12000;4500;650
31980,Apartamento;Barra da Tijuca;4;3;4;230;8000;1902;378
31981,Apartamento;Flamengo;1;0;0;30;1200;570;
31982,Quitinete;Flamengo;1;0;0;29;900;555;25
31983,Apartamento;Praça Seca;2;1;0;60;1100;400;12
31984,Conjunto Comercial/Sala;Centro;0;0;0;551;12500;10593;2759
31985,Apartamento;Humaitá;3;1;0;95;3000;806;
31986,Casa de Condomínio;Campo Grande;3;2;3;220;3000;100;50
31987,Apartamento;Rocha;2;1;0;66;1000;418;
31988,Conjunto Comercial/Sala;Centro;0;8;0;801;152291;30154;
31989,Apartamento;Lagoa;3;3;3;490;16000;6838;1197
31990,Conjunto Comercial/Sala;Barra da Tijuca;0;56;0;1760;100000;48340;920
31991,Conjunto Comercial/Sala;Centro;0;4;0;640;57600;16640;3282
31992,Apartamento;Botafogo;3;1;1;108;3800;887;1
31993,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1200;1050;250
31994,Apartamento;Botafogo;3;1;1;105;5800;1330;354
31995,Conjunto Comercial/Sala;Jacarepaguá;0;1;0;38;1000;1100;
31996,Apartamento;Taquara;2;1;0;60;1000;508;14
31997,Apartamento;Ipanema;3;1;2;190;16000;850;
31998,Apartamento;Copacabana;4;0;1;70;3500;;
31999,Loja/Salão;Campo Grande;0;1;0;18;450;305;
32000,Apartamento;Botafogo;3;1;1;90;3400;900;1500
32001,Apartamento;Jardim Botânico;4;3;3;340;15000;3000;1416
32002,Apartamento;Copacabana;2;1;0;62;4000;;
32003,Apartamento;Barra da Tijuca;5;3;4;307;10000;3035;711
32004,Apartamento;Engenho de Dentro;2;1;1;51;1200;541;
32005,Casa de Condomínio;Barra da Tijuca;4;4;4;300;9000;934;8865
32006,Conjunto Comercial/Sala;Centro;0;0;0;74;3000;1050;2626
32007,Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;600;400;112
32008,Apartamento;Ipanema;1;0;0;60;3500;780;
32009,Apartamento;Recreio dos Bandeirantes;3;2;1;80;1800;670;207
32010,Apartamento;Laranjeiras;2;1;1;86;2800;1219;213
32011,Apartamento;Copacabana;3;1;2;225;8000;2150;
32012,Conjunto Comercial/Sala;Centro;0;0;0;94;4000;1130;
32013,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1125;700;250
32014,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;34;1500;1200;
32015,Casa Comercial;Freguesia (Jacarepaguá);0;6;0;515;10000;;2279
32016,Prédio Inteiro;Barra da Tijuca;0;0;0;600;10000;;
32017,Apartamento;Copacabana;3;1;0;90;4500;;
32018,Apartamento;Leblon;1;0;0;38;3800;1800;170
32019,Quitinete;Botafogo;1;0;0;18;900;463;
32020,Apartamento;Engenho de Dentro;1;0;0;32;800;;
32021,Galpão/Depósito/Armazém;São Cristóvão;0;10;0;4000;240000;;
32022,Conjunto Comercial/Sala;Centro;0;0;0;148;1500;990;240
32023,Apartamento;Barra da Tijuca;3;2;3;129;3950;1645;334
32024,Apartamento;Copacabana;3;2;1;150;6000;1500;350
32025,Apartamento;Tijuca;2;1;0;65;2000;600;
32026,Apartamento;Ipanema;3;3;3;794;90000;9188;6024
32027,Conjunto Comercial/Sala;Centro;0;0;0;40;1000;;125
32028,Loja/Salão;Leblon;0;0;0;90;14000;;
32029,Casa;Glória;7;2;0;883;40000;;1040
32030,Apartamento;Laranjeiras;2;0;0;70;2000;800;85
32031,Apartamento;Flamengo;1;1;0;47;2200;380;30
32032,Casa de Vila;São Cristóvão;1;0;0;45;1000;;15
32033,Conjunto Comercial/Sala;Botafogo;0;2;0;100;5000;3092;552
32034,Casa de Condomínio;Freguesia (Jacarepaguá);4;2;4;179;3900;800;233
32035,Apartamento;Freguesia (Jacarepaguá);2;1;1;70;1700;800;80
32036,Apartamento;Barra da Tijuca;4;2;2;160;4700;1700;690
32037,Apartamento;Barra da Tijuca;1;1;0;64;1750;1177;219
32038,Apartamento;Recreio dos Bandeirantes;2;0;1;80;1000;1100;230
32039,Conjunto Comercial/Sala;Pechincha;0;0;0;48;750;220;45
32040,Apartamento;Botafogo;2;0;0;73;2400;590;141
32041,Casa de Vila;Lins de Vasconcelos;2;0;0;50;900;;
32042,Conjunto Comercial/Sala;Santo Cristo;0;48;0;3600;234000;69000;
32043,Apartamento;Copacabana;2;1;1;60;2500;1603;
32044,Apartamento;Ipanema;5;2;1;328;15600;3350;619
32045,Casa de Condomínio;Recreio dos Bandeirantes;4;3;3;420;8500;1000;1070
32046,Galpão/Depósito/Armazém;Gamboa;0;0;0;136;1900;;217
32047,Apartamento;Recreio dos Bandeirantes;3;1;2;83;1700;870;193
32048,Casa de Vila;Vila Isabel;1;0;0;32;1000;125;12
32049,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;35;1000;760;249
32050,Apartamento;Ipanema;2;1;1;85;10000;4000;614
32051,Apartamento;Lagoa;3;2;2;376;20000;4878;1383
32052,Apartamento;Leblon;3;2;3;160;9000;1700;700
32053,Apartamento;Tijuca;3;0;1;50;2900;900;
32054,Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;15;650;516;112
32055,Apartamento;Jardim Botânico;3;1;0;80;4000;1000;163
32056,Conjunto Comercial/Sala;Tijuca;0;2;0;63;2999;1800;160
32057,Apartamento;Maracanã;2;1;0;71;1500;650;50
32058,Apartamento;Jardim Guanabara;1;1;0;53;1500;310;19
32059,Apartamento;Rio Comprido;2;0;0;64;1000;692;
32060,Apartamento;Barra da Tijuca;3;2;2;237;5000;1967;
32061,Conjunto Comercial/Sala;Centro;0;0;0;414;16000;7000;1494
32062,Conjunto Comercial/Sala;Ipanema;0;2;0;153;26000;6300;11613
32063,Casa de Condomínio;Freguesia (Jacarepaguá);4;4;4;200;2900;550;120
32064,Casa;Campo Grande;4;2;0;120;1600;;
32065,Loja Shopping/ Ct Comercial;Copacabana;0;0;0;29;1500;560;101
32066,Apartamento;Centro;2;0;0;63;1300;526;21
32067,Conjunto Comercial/Sala;Jacarepaguá;0;5;0;108;4000;1725;2600
32068,Flat;Barra da Tijuca;1;1;1;55;5500;1250;2150
32069,Casa;Barra da Tijuca;1;0;1;55;1600;;
32070,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;33;1600;1050;230
32071,Apartamento;Barra da Tijuca;3;0;1;110;3200;1311;271
32072,Conjunto Comercial/Sala;Centro;0;3;0;128;7680;2535;784
32073,Apartamento;Recreio dos Bandeirantes;1;1;1;77;1900;471;
32074,Apartamento;Pechincha;1;1;1;40;850;442;15
32075,Conjunto Comercial/Sala;Curicica;0;1;0;18;880;298;
32076,Casa Comercial;Jardim Botânico;0;0;0;260;25000;;
32077,Conjunto Comercial/Sala;Centro;0;0;0;30;700;633;101
32078,Apartamento;Méier;3;1;1;104;1800;815;182
32079,Casa Comercial;Lagoa;6;2;0;500;23000;;2670
32080,Apartamento;Cosme Velho;2;2;0;106;3600;1220;200
32081,Apartamento;Sampaio;2;0;0;78;750;298;13
32082,Apartamento;Vargem Pequena;2;1;1;70;1200;650;120
32083,Apartamento;Recreio dos Bandeirantes;3;2;1;105;2000;815;206
32084,Apartamento;Tijuca;3;3;2;260;4000;977;2232
32085,Galpão/Depósito/Armazém;Anil;0;10;0;1700;15000;;3420
32086,Apartamento;Barra da Tijuca;4;3;4;294;8000;3263;687
32087,Apartamento;Flamengo;4;1;1;182;4900;1463;508
32088,Apartamento;Botafogo;1;0;0;44;3700;850;125
32089,Apartamento;Botafogo;2;1;0;64;3400;917;152
32090,Apartamento;Copacabana;3;2;1;115;4000;1400;
32091,Apartamento;Barra da Tijuca;4;2;3;157;4509;2230;385
32092,Apartamento;Ipanema;1;0;0;60;4000;500;200
32093,Apartamento;Barra da Tijuca;2;1;1;90;2300;1300;
32094,Conjunto Comercial/Sala;Centro;0;0;0;35;1200;480;118
32095,Apartamento;Ipanema;2;1;1;65;5500;990;250
32096,Apartamento;Barra da Tijuca;4;3;4;227;6500;2800;530
32097,Apartamento;Barra da Tijuca;2;1;1;88;2400;960;98
32098,Conjunto Comercial/Sala;Centro;0;0;0;42;600;412;83
32099,Apartamento;Vila Isabel;2;2;1;67;2000;745;70
32100,Apartamento;Leblon;1;0;0;50;4400;1898;270
32101,Casa de Condomínio;Itanhangá;4;4;2;700;17000;1600;1435
32102,Flat;Copacabana;1;1;1;38;5500;1100;99
32103,Conjunto Comercial/Sala;Centro;0;0;0;150;9000;5452;1215
32104,Apartamento;Ramos;1;1;0;47;750;470;
32105,Apartamento;Leblon;3;1;1;164;10000;2600;450
32106,Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;22;600;377;
32107,Apartamento;Botafogo;3;2;0;263;5500;2040;575
32108,Apartamento;Grajaú;2;0;0;47;1150;448;
32109,Apartamento;Copacabana;1;0;0;37;1500;319;67
32110,Galpão/Depósito/Armazém;Olaria;0;0;0;4000;50000;;1560
32111,Apartamento;Leblon;3;2;1;120;7000;1691;404
32112,Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;340;19000;6800;1400
32113,Apartamento;Copacabana;3;1;1;163;4800;1708;261
32114,Apartamento;Leme;3;1;0;100;4600;930;213
32115,Apartamento;Copacabana;1;0;1;30;1700;360;22
32116,Apartamento;Tijuca;2;0;0;75;2100;482;88
32117,Apartamento;Recreio dos Bandeirantes;2;1;1;91;1600;776;160
32118,Apartamento;Flamengo;3;0;0;80;2400;650;
32119,Apartamento;Santa Teresa;1;0;0;50;1450;400;
32120,Conjunto Comercial/Sala;Centro;0;0;0;33;800;303;84
32121,Apartamento;Botafogo;2;1;1;98;3600;1116;199
32122,Apartamento;Copacabana;3;1;0;130;2950;1260;188
32123,Casa de Condomínio;Barra da Tijuca;4;1;1;439;8500;1350;950
32124,Apartamento;Leblon;3;1;0;101;4500;1350;350
32125,Apartamento;Barra da Tijuca;5;4;3;400;7000;4700;
32126,Apartamento;Recreio dos Bandeirantes;2;1;0;80;2600;1680;140
32127,Apartamento;Campo Grande;2;1;0;50;1000;295;
32128,Apartamento;Méier;3;2;0;96;2000;600;
32129,Conjunto Comercial/Sala;Engenho de Dentro;0;0;0;70;2990;;196
32130,Apartamento;Botafogo;2;1;1;70;6000;900;
32131,Apartamento;Lagoa;4;0;1;180;6500;1520;300
32132,Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;100;3500;1;
32133,Apartamento;Ipanema;4;2;1;162;6000;2871;550
32134,Apartamento;Freguesia (Jacarepaguá);2;0;0;40;1000;150;
32135,Casa de Condomínio;Anil;3;2;1;207;4500;563;255
32136,Apartamento;Recreio dos Bandeirantes;3;1;1;137;2500;700;
32137,Casa de Vila;Maracanã;3;0;0;80;2200;150;16
32138,Apartamento;Jardim Botânico;3;1;0;100;2900;1087;176
32139,Apartamento;Lagoa;4;3;4;380;20000;3220;1358
32140,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;26;1600;380;197
32141,Apartamento;Lagoa;3;2;3;125;5400;1600;480
32142,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;33;1500;;
32143,Conjunto Comercial/Sala;Centro;0;0;0;100;2400;840;340
32144,Apartamento;Botafogo;3;1;1;101;5600;2290;519
32145,Apartamento;Campo Grande;2;1;0;50;1050;;
32146,Apartamento;Laranjeiras;4;2;1;147;5000;1550;300
32147,Apartamento;Jardim Guanabara;3;2;1;104;2700;700;160
32148,Conjunto Comercial/Sala;Centro;0;0;0;35;700;49850;12750
32149,Conjunto Comercial/Sala;São Cristóvão;0;1;0;32;1100;414;
32150,Apartamento;Barra da Tijuca;2;1;2;100;2709;1140;
32151,Apartamento;Copacabana;2;0;1;110;3900;826;364
32152,Conjunto Comercial/Sala;Centro;0;3;0;681;27240;8705;2290
32153,Apartamento;Piedade;2;0;0;52;1600;420;
32154,Casa de Condomínio;Taquara;3;0;1;195;2500;150;
32155,Apartamento;Lagoa;2;1;1;85;3850;785;185
32156,Apartamento;Ipanema;3;2;1;130;7200;1700;520
32157,Conjunto Comercial/Sala;Centro;0;0;0;147;6000;3750;900
32158,Apartamento;Recreio dos Bandeirantes;3;2;1;105;2500;662;
32159,Apartamento;Laranjeiras;3;1;1;145;3995;1600;
32160,Apartamento;Botafogo;1;0;0;45;1990;480;20
32161,Conjunto Comercial/Sala;Copacabana;0;0;0;30;990;609;
32162,Apartamento;Copacabana;3;0;0;76;3500;868;103
32163,Loja/Salão;Barra da Tijuca;0;3;0;235;12500;4780;4075
32164,Conjunto Comercial/Sala;Centro;0;0;0;124;4500;1595;544
32165,Apartamento;Recreio dos Bandeirantes;2;1;2;95;2500;862;100
32166,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;24;800;297;56
32167,Apartamento;Recreio dos Bandeirantes;4;3;2;181;3200;1080;4039
32168,Apartamento;Praça da Bandeira;2;0;0;57;1200;590;60
32169,Conjunto Comercial/Sala;Centro;0;0;0;212;7500;4600;1260
32170,Apartamento;Ipanema;1;0;0;45;2500;505;100
32171,Apartamento;Laranjeiras;2;0;1;80;1800;1200;96
32172,Apartamento;Copacabana;2;0;1;140;7800;1300;
32173,Apartamento;Copacabana;1;0;0;35;2000;574;24
32174,Apartamento;Barra da Tijuca;2;2;1;105;4800;2000;680
32175,Apartamento;Barra da Tijuca;2;1;1;100;2700;1150;
32176,Casa;Cosmos;1;1;0;36;500;;
32177,Quitinete;Botafogo;1;0;0;25;1100;550;250
32178,Apartamento;Copacabana;3;1;0;105;2700;1125;232
32179,Conjunto Comercial/Sala;Centro;0;0;0;354;25000;7150;
32180,Apartamento;Freguesia (Jacarepaguá);4;4;2;260;2700;1845;
32181,Quitinete;Gardênia Azul;1;0;0;25;490;;
32182,Conjunto Comercial/Sala;Jacarepaguá;0;0;0;21;500;410;52
32183,Conjunto Comercial/Sala;Centro;0;0;0;161;3750;550;
32184,Apartamento;Copacabana;2;0;0;60;4500;700;1500
32185,Apartamento;Botafogo;2;1;1;53;3000;1300;222
32186,Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;226;15900;;
32187,Apartamento;Cosmos;2;1;0;45;400;217;
32188,Apartamento;Jacarepaguá;2;1;1;82;2350;543;135
32189,Quitinete;Irajá;1;0;0;20;500;;
32190,Casa de Condomínio;São Cristóvão;2;0;2;120;2000;;
32191,Apartamento;Gávea;2;1;1;75;3300;800;220
32192,Apartamento;Recreio dos Bandeirantes;3;1;1;85;2300;800;140
32193,Casa;Jacaré;2;1;0;80;1500;;150
32194,Quitinete;Santa Teresa;1;0;0;30;1000;200;
32195,Apartamento;Leblon;2;2;1;90;2800;1373;457
32196,Apartamento;Taquara;2;0;0;52;900;526;38
32197,Apartamento;Recreio dos Bandeirantes;2;1;1;65;1900;820;136
32198,Apartamento;Tijuca;3;0;0;92;1600;805;160
32199,Apartamento;São Cristóvão;2;1;1;55;1350;580;34
32200,Apartamento;Ipanema;2;1;2;83;12000;4190;511
32201,Apartamento;Ipanema;1;1;1;65;6000;;
32202,Apartamento;Laranjeiras;3;1;1;120;3200;1600;203
32203,Galpão/Depósito/Armazém;Campo Grande;0;0;0;400;15000;;
32204,Apartamento;Barra da Tijuca;2;1;1;60;2809;1000;
32205,Conjunto Comercial/Sala;Barra da Tijuca;0;38;0;1588;140000;27000;5600
32206,Apartamento;Ipanema;2;2;2;220;17000;1800;1400
32207,Conjunto Comercial/Sala;Campo Grande;0;0;0;25;1000;550;
32208,Conjunto Comercial/Sala;Centro;0;0;0;92;1000;1060;264
32209,Conjunto Comercial/Sala;Centro;0;0;0;156;2000;2500;570
32210,Apartamento;Copacabana;3;3;3;220;8000;2200;350
32211,Casa;Campo Grande;1;1;0;61;830;;
32212,Apartamento;Icaraí;3;1;1;166;2950;;
32213,Casa de Condomínio;Barra da Tijuca;5;6;5;560;28000;2200;
32214,Apartamento;Freguesia (Jacarepaguá);3;2;1;135;2250;900;207
32215,Apartamento;Copacabana;4;2;2;389;11800;4133;1153
32216,Apartamento;Campo Grande;2;1;0;65;700;240;
32217,Casa de Condomínio;Campinho;2;1;1;75;1600;40;
32218,Apartamento;Laranjeiras;2;2;1;70;2400;1350;145
32219,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1850;900;150
32220,Apartamento;Freguesia (Jacarepaguá);2;1;0;59;1500;532;
32221,Conjunto Comercial/Sala;Copacabana;0;0;0;41;1100;635;197
32222,Flat;Ipanema;2;1;1;85;5000;2200;300
32223,Conjunto Comercial/Sala;Centro;0;26;0;999;74925;9780;3029
32224,Apartamento;Honório Gurgel;2;1;0;48;650;250;
32225,Conjunto Comercial/Sala;Barra da Tijuca;0;16;0;504;24500;19000;
32226,Loja Shopping/ Ct Comercial;Centro;0;0;0;37;8000;;160
32227,Apartamento;São Conrado;3;2;1;150;4000;2046;480
32228,Apartamento;Flamengo;2;0;0;81;2500;595;136
32229,Apartamento;Barra da Tijuca;2;2;1;119;4500;1850;580
32230,Apartamento;Leblon;3;1;1;170;6700;1900;350
32231,Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;316;4500;990;
32232,Apartamento;Ipanema;4;5;4;375;35000;7000;3500
32233,Apartamento;Campo Grande;3;1;0;50;900;;
32234,Galpão/Depósito/Armazém;Jacaré;0;20;0;780;7500;;2065
32235,Conjunto Comercial/Sala;Jardim Botânico;0;1;0;43;4000;195;2385
32236,Conjunto Comercial/Sala;Centro;0;0;0;60;2750;1300;
32237,Apartamento;Lagoa;2;1;1;139;6500;1200;
32238,Casa de Condomínio;Barra da Tijuca;4;6;4;950;20000;2650;
32239,Conjunto Comercial/Sala;Centro;0;0;0;30;500;657;
32240,Apartamento;Centro;1;0;0;40;1000;300;20
32241,Apartamento;Freguesia (Jacarepaguá);2;1;1;69;1600;850;
32242,Apartamento;Copacabana;1;0;0;70;2100;650;82
32243,Loja/Salão;Encantado;0;0;0;30;1000;;
32244,Apartamento;Lagoa;3;2;1;350;17000;1700;580
32245,Casa de Vila;Olaria;1;0;0;40;800;;
32246,Apartamento;Andaraí;2;1;0;70;1700;1000;
32247,Apartamento;Barra da Tijuca;3;2;3;120;3200;1600;200
32248,Apartamento;Ipanema;2;0;0;115;2700;1570;175
32249,Apartamento;Copacabana;2;0;0;120;4000;1408;196
32250,Apartamento;Botafogo;3;2;1;105;3200;1312;239
32251,Casa;Curicica;3;5;1;150;2500;;1200
32252,Apartamento;Vila Isabel;1;1;0;75;1500;600;80
32253,Apartamento;Leblon;2;0;0;70;5000;350;400
32254,Apartamento;Lagoa;2;1;0;72;2100;1075;230
32255,Apartamento;Copacabana;3;0;1;100;8000;;
32256,Conjunto Comercial/Sala;Ilha do Governador;0;0;0;28;600;90;50
32257,Flat;Barra da Tijuca;1;1;0;72;1800;1282;
32258,Apartamento;Leblon;2;0;1;96;6000;1200;275
32259,Apartamento;Leblon;2;0;0;57;2800;680;
32260,Apartamento;Laranjeiras;3;1;1;130;3150;721;163
32261,Apartamento;Leblon;3;1;1;150;8000;1540;6000
32262,Apartamento;Ipanema;3;0;0;120;4900;1200;340
32263,Casa Comercial;Méier;0;0;0;30;900;450;56
32264,Apartamento;Tijuca;2;0;0;68;1290;670;74
32265,Apartamento;Copacabana;4;1;1;230;5000;1850;3500
32266,Conjunto Comercial/Sala;Ipanema;0;0;0;130;12000;1800;708
32267,Apartamento;Barra da Tijuca;3;2;2;140;5809;1700;700
32268,Conjunto Comercial/Sala;Barra da Tijuca;0;8;0;240;15000;3600;500
32269,Apartamento;Leblon;2;2;1;94;7500;1200;230
32270,Casa de Condomínio;Barra da Tijuca;6;6;6;1200;25000;1650;2900
32271,Apartamento;Recreio dos Bandeirantes;3;4;3;178;3250;1100;4922
32272,Conjunto Comercial/Sala;Centro;0;0;0;219;23000;;
32273,Apartamento;Freguesia (Jacarepaguá);3;2;1;132;1800;1197;860
32274,Apartamento;Catete;2;0;0;64;1800;800;
32275,Loja/Salão;Centro;0;10;0;860;9800;;80
32276,Apartamento;Urca;2;0;1;65;3200;350;350
32277,Apartamento;Leblon;3;1;0;240;8000;2000;500
32278,Apartamento;Barra da Tijuca;1;1;0;68;1700;1002;1567
32279,Apartamento;Barra da Tijuca;2;2;1;73;2750;1312;135
32280,Flat;Barra da Tijuca;2;1;2;99;3500;5613;510
32281,Apartamento;Copacabana;3;0;3;110;4000;840;304
32282,Casa de Vila;Tijuca;2;0;0;75;2200;;
32283,Apartamento;Todos os Santos;2;0;0;52;900;380;
32284,Prédio Inteiro;São Cristóvão;1;40;0;5583;330000;;27053070
32285,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;37;900;700;1360
32286,Apartamento;Recreio dos Bandeirantes;3;3;0;224;3500;1080;448
32287,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;80;3000;1700;1723
32288,Apartamento;Vista Alegre;2;1;0;70;1200;170;
32289,Conjunto Comercial/Sala;Jacarepaguá;0;1;0;25;375;433;
32290,Apartamento;Barra da Tijuca;3;3;2;160;10000;2300;345
32291,Apartamento;Leblon;3;2;1;180;8400;2400;439
32292,Galpão/Depósito/Armazém;Jacarepaguá;0;6;0;613;9000;;1580
32293,Loja Shopping/ Ct Comercial;Centro;0;0;0;37;7500;;578
32294,Apartamento;Campo Grande;2;1;0;52;500;90;
32295,Apartamento;Recreio dos Bandeirantes;2;2;1;90;2500;520;210
32296,Apartamento;Jardim Botânico;3;1;1;125;3800;950;
32297,Apartamento;Copacabana;1;0;0;40;1200;705;69
32298,Apartamento;Leblon;4;2;1;172;11500;2400;584
32299,Apartamento;Ipanema;2;1;0;65;3600;1000;175
32300,Apartamento;Campo Grande;2;1;0;65;850;75;
32301,Conjunto Comercial/Sala;Jardim Botânico;0;1;0;35;2000;1076;260
32302,Casa de Vila;Riachuelo;2;0;0;43;1000;;120
32303,Casa;Inhoaíba;1;0;0;50;600;;
32304,Conjunto Comercial/Sala;Centro;0;0;0;47;1450;1321;
32305,Apartamento;Leblon;2;1;0;70;2800;630;98
32306,Apartamento;Vaz Lobo;1;1;0;39;600;175;
32307,Apartamento;Taquara;2;1;1;59;1000;514;
32308,Apartamento;Bento Ribeiro;2;1;0;69;1100;15;
32309,Apartamento;Méier;3;1;1;101;1900;1123;140
32310,Apartamento;Copacabana;1;0;0;50;2000;590;72
32311,Loja/Salão;Centro;0;0;0;200;7571;484;330
32312,Apartamento;Copacabana;4;2;2;389;11800;4133;1153
32313,Apartamento;Barra da Tijuca;1;1;1;60;2300;1769;360
32314,Apartamento;Copacabana;3;0;2;180;12500;1600;400
32315,Galpão/Depósito/Armazém;Centro;0;0;0;700;8000;;630
32316,Apartamento;Leme;2;1;1;83;5500;630;
32317,Casa de Condomínio;Barra da Tijuca;5;3;4;500;8500;900;
32318,Apartamento;Gávea;3;1;1;90;4500;1400;295
32319,Conjunto Comercial/Sala;Barra da Tijuca;0;19;0;841;79956;19358;
32320,Apartamento;Ipanema;3;1;1;160;20000;2100;6147
32321,Apartamento;Ipanema;3;1;1;152;7400;1720;
32322,Apartamento;Copacabana;3;1;0;100;3200;690;174
32323,Apartamento;São Francisco Xavier;2;1;0;101;2000;431;124
32324,Quitinete;Flamengo;1;0;0;22;1000;378;
32325,Apartamento;Lagoa;4;2;4;388;20000;3000;
32326,Galpão/Depósito/Armazém;Vargem Pequena;0;0;0;1650;32000;;
32327,Apartamento;Copacabana;3;1;0;120;4500;986;240
32328,Apartamento;Abolição;2;1;0;53;1200;400;
32329,Apartamento;Recreio dos Bandeirantes;1;1;1;52;2100;1200;130
32330,Casa;Pechincha;5;3;1;300;3000;;290
32331,Apartamento;Pechincha;1;1;0;45;780;370;30
32332,Apartamento;Humaitá;1;0;0;60;1900;1232;175
32333,Conjunto Comercial/Sala;Centro;0;0;0;710;29800;4900;2000
32334,Apartamento;Copacabana;2;0;0;111;3200;1500;200
32335,Apartamento;Flamengo;2;1;0;64;2000;660;96
32336,Apartamento;Jardim Botânico;1;1;1;95;2600;1007;209
32337,Apartamento;Barra da Tijuca;3;2;1;127;4200;1700;300
32338,Apartamento;Tijuca;3;1;1;165;2650;1308;
32339,Apartamento;Recreio dos Bandeirantes;3;2;1;81;2000;480;180
32340,Apartamento;Botafogo;1;0;0;38;1390;405;
32341,Loja/Salão;Tijuca;0;0;0;38;750;345;110
