,Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
14996,Casa de Condomínio;Freguesia (Jacarepaguá);3;2;3;180;3500;600;
14997,Apartamento;Leme;1;0;0;35;1900;500;350
14998,Apartamento;Tijuca;1;1;0;48;1200;650;21
14999,Apartamento;Ipanema;3;1;1;158;7000;1700;484
15000,Conjunto Comercial/Sala;Centro;0;0;0;135;4000;1350;705
15001,Quitinete;Copacabana;1;0;0;20;1150;450;71
15002,Conjunto Comercial/Sala;Centro;0;10;0;809;50000;6000;
15003,Conjunto Comercial/Sala;Lapa;0;0;0;50;700;426;88
15004,Conjunto Comercial/Sala;São Conrado;0;1;0;35;900;1200;
15005,Apartamento;Botafogo;2;1;1;67;2400;930;150
15006,Apartamento;Ipanema;3;1;1;130;10000;1800;462
15007,Quitinete;Jacarepaguá;1;0;0;45;590;70;
15008,Apartamento;Ipanema;2;1;1;200;23000;2500;800
15009,Apartamento;Leblon;1;1;0;59;2450;1707;313
15010,Apartamento;Vista Alegre;2;0;0;85;1100;150;
15011,Loja/Salão;Barra da Tijuca;0;1;0;63;1800;1320;404
15012,Apartamento;Cosme Velho;2;1;0;87;2200;720;170
15013,Apartamento;Copacabana;3;0;1;190;7000;;
15014,Apartamento;Barra da Tijuca;2;1;1;78;2700;890;2400
15015,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;38;1400;716;122
15016,Apartamento;Jacarepaguá;2;1;1;71;1400;766;63
15017,Apartamento;Ipanema;2;1;1;100;6000;4500;443
15018,Apartamento;Catete;2;1;0;84;3500;1376;214
15019,Apartamento;Cachambi;2;1;0;60;1200;300;
15020,Casa de Condomínio;Barra da Tijuca;5;8;5;900;20000;2200;1177
15021,Apartamento;Copacabana;4;2;3;389;12400;4829;1153
15022,Conjunto Comercial/Sala;Centro;0;9;0;1071;85731;18218;
15023,Apartamento;Botafogo;2;1;1;84;2500;1400;200
15024,Casa de Condomínio;Barra da Tijuca;4;5;4;900;20000;1500;
15025,Apartamento;Barra da Tijuca;2;1;0;58;1250;676;
15026,Prédio Inteiro;Centro;0;70;0;11002;770140;162500;
15027,Apartamento;Flamengo;1;0;0;36;1000;495;55
15028,Loja/Salão;Engenho Novo;0;4;0;100;1800;90;
15029,Apartamento;Recreio dos Bandeirantes;3;2;3;200;3950;1000;
15030,Loja/Salão;Barra da Tijuca;0;1;0;55;1300;2266;
15031,Conjunto Comercial/Sala;Centro;0;0;0;45;1500;1100;175
15032,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;26;1800;1100;1220
15033,Apartamento;Leblon;4;2;1;123;7000;1800;655
15034,Conjunto Comercial/Sala;Centro;0;0;0;70;3300;750;536
15035,Apartamento;Recreio dos Bandeirantes;2;1;2;91;2500;1650;250
15036,Flat;Ipanema;2;2;1;80;6500;2725;332
15037,Quitinete;Centro;1;0;0;25;800;350;10
15038,Apartamento;Ipanema;1;1;0;38;2300;630;102
15039,Casa de Vila;Tanque;3;1;1;240;2000;40;100
15040,Apartamento;Recreio dos Bandeirantes;2;2;1;105;2100;648;156
15041,Conjunto Comercial/Sala;Centro;0;0;0;220;4000;5748;877
15042,Apartamento;Barra da Tijuca;3;2;1;140;2400;1600;4500
15043,Apartamento;Campo Grande;2;1;0;48;700;320;
15044,Apartamento;Ipanema;4;2;2;250;9000;3700;1133
15045,Casa de Condomínio;Vargem Grande;3;3;1;180;2200;400;1
15046,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;800;750;56
15047,Apartamento;Barra da Tijuca;4;3;1;260;9500;2800;
15048,Loja/Salão;Tijuca;0;0;0;100;5000;;463
15049,Apartamento;Copacabana;4;0;0;135;4200;880;
15050,Apartamento;Ipanema;3;0;1;50;9500;3600;
15051,Loja/Salão;Jardim Botânico;0;0;0;38;6325;135;205
15052,Quitinete;Lapa;1;0;0;26;850;366;25
15053,Apartamento;Recreio dos Bandeirantes;2;1;0;76;2000;1070;140
15054,Casa de Vila;Bento Ribeiro;1;1;0;50;900;;
15055,Apartamento;Oswaldo Cruz;3;0;0;65;1350;305;
15056,Apartamento;Penha;2;1;1;56;1500;438;
15057,Apartamento;Tijuca;3;1;0;115;2400;524;110
15058,Apartamento;Vila Isabel;1;0;0;45;1000;350;20
15059,Galpão/Depósito/Armazém;Penha Circular;0;0;0;1400;15000;;2000
15060,Apartamento;Flamengo;3;1;2;155;6500;1300;576
15061,Apartamento;Barra da Tijuca;3;2;1;170;4700;1500;500
15062,Conjunto Comercial/Sala;Centro;0;0;0;220;8000;4791;
15063,Loja/Salão;Centro;0;0;0;78;1000;1867;167
15064,Loja Shopping/ Ct Comercial;Recreio dos Bandeirantes;0;2;0;25;4850;;
15065,Apartamento;Ipanema;2;1;0;63;4000;723;172
15066,Apartamento;Jardim Botânico;2;1;1;75;3900;1500;
15067,Apartamento;Guadalupe;1;0;0;33;500;;
15068,Prédio Inteiro;Estácio;0;13;0;1700;50000;;
15069,Apartamento;Campo Grande;1;1;0;55;750;517;
15070,Conjunto Comercial/Sala;Icaraí;0;0;0;26;1200;800;
15071,Studio;Copacabana;1;0;0;28;1500;498;120
15072,Casa;Bonsucesso;6;2;1;180;4500;;
15073,Apartamento;Copacabana;3;1;0;90;4500;1300;395
15074,Casa;Campo Grande;2;1;2;90;1200;;
15075,Apartamento;Itanhangá;2;1;0;60;950;550;
15076,Apartamento;Botafogo;3;1;0;105;2500;1084;207
15077,Conjunto Comercial/Sala;Centro;0;0;0;75;1200;570;245
15078,Apartamento;Barra da Tijuca;2;1;1;78;3000;2922;350
15079,Apartamento;Irajá;2;1;0;44;750;110;
15080,Apartamento;Ipanema;3;1;1;160;6000;1700;591
15081,Conjunto Comercial/Sala;Centro;0;0;0;600;42000;2500;
15082,Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;37;1000;413;
15083,Galpão/Depósito/Armazém;São Cristóvão;0;0;0;230;5000;;718
15084,Conjunto Comercial/Sala;Centro;0;0;0;30;650;640;120
15085,Conjunto Comercial/Sala;Centro;0;0;0;34;1000;241;78
15086,Apartamento;Copacabana;1;0;0;150;3000;1750;215
15087,Apartamento;Recreio dos Bandeirantes;4;2;2;170;5000;850;350
15088,Apartamento;Copacabana;4;3;2;430;15000;2835;1663
15089,Apartamento;Copacabana;3;1;1;120;3400;1900;200
15090,Apartamento;Ipanema;3;1;1;140;6500;1750;10
15091,Casa de Condomínio;Recreio dos Bandeirantes;3;3;3;320;7900;949;2560
15092,Casa de Vila;Olaria;2;0;0;51;1000;;
15093,Apartamento;Botafogo;2;1;1;80;4300;1379;187
15094,Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;49;1200;1040;
15095,Flat;Barra da Tijuca;1;1;1;70;1695;980;
15096,Apartamento;Tijuca;2;0;0;70;1800;939;63
15097,Apartamento;Ipanema;2;2;1;90;10300;4300;350
15098,Apartamento;Humaitá;3;1;1;97;3300;1500;170
15099,Apartamento;Flamengo;1;0;0;65;2900;622;130
15100,Prédio Inteiro;Tijuca;0;0;0;750;32000;;4000
15101,Apartamento;Recreio dos Bandeirantes;3;2;1;140;2900;570;
15102,Apartamento;Barra da Tijuca;2;2;1;110;4500;1960;589
15103,Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;93;4550;2417;2871
15104,Apartamento;Freguesia (Jacarepaguá);2;1;0;69;1100;800;517
15105,Apartamento;Copacabana;2;0;0;71;2200;580;
15106,Apartamento;Barra da Tijuca;3;1;1;85;2400;980;256
15107,Apartamento;Recreio dos Bandeirantes;2;1;1;78;1500;770;108
15108,Apartamento;Jacarepaguá;2;1;0;48;800;572;
15109,Apartamento;Botafogo;1;1;0;65;2200;880;125
15110,Prédio Inteiro;Laranjeiras;0;0;0;500;19000;;1326
15111,Apartamento;Recreio dos Bandeirantes;3;1;1;74;1550;1034;80
15112,Apartamento;Flamengo;2;0;0;68;2500;870;102
15113,Apartamento;Ipanema;4;2;1;236;6800;2700;700
15114,Apartamento;Flamengo;5;2;1;300;5500;2721;709
15115,Apartamento;Taquara;1;1;0;83;1200;578;
15116,Box/Garagem;Centro;0;1;0;16;500;;83
15117,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;42;1600;1037;390
15118,Apartamento;Barra da Tijuca;4;2;1;20;4800;1500;
15119,Loja/Salão;Ilha do Governador;0;0;0;60;790;;90
15120,Conjunto Comercial/Sala;Centro;0;0;0;588;29400;10584;588
15121,Apartamento;Méier;3;1;1;85;1700;900;1350
15122,Conjunto Comercial/Sala;Taquara;0;1;0;35;700;600;56
15123,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;31;1200;680;
15124,Loja/Salão;Barra da Tijuca;0;3;0;390;6000;7800;
15125,Apartamento;Barra da Tijuca;2;2;1;84;3400;656;307
15126,Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;168;4000;1161;
15127,Apartamento;Botafogo;2;0;1;85;3000;700;145
15128,Apartamento;Botafogo;1;1;1;58;2900;1275;126
15129,Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;125;4800;2518;472
15130,Apartamento;Camorim;3;1;1;65;1350;560;700
15131,Apartamento;Ipanema;2;0;0;100;2700;1580;180
15132,Conjunto Comercial/Sala;Copacabana;0;3;0;300;32000;9000;2700
15133,Apartamento;Andaraí;3;1;2;66;800;620;25
15134,Apartamento;Anil;3;1;0;65;850;430;
15135,Conjunto Comercial/Sala;São Conrado;0;1;0;45;1000;1352;180
15136,Prédio Inteiro;Centro;0;6;0;2031;121860;40213;10662
15137,Conjunto Comercial/Sala;Tijuca;0;1;0;27;650;613;140
15138,Apartamento;Barra da Tijuca;2;2;0;105;6000;2450;270
15139,Apartamento;Copacabana;1;0;0;44;1900;460;25
15140,Apartamento;Recreio dos Bandeirantes;2;2;1;90;1690;620;155
15141,Apartamento;Campo Grande;3;1;0;90;1000;;
15142,Apartamento;Copacabana;1;0;0;32;1200;430;29
15143,Conjunto Comercial/Sala;Centro;0;0;0;450;36000;12000;
15144,Apartamento;Barra da Tijuca;2;1;1;75;3000;1200;200
15145,Conjunto Comercial/Sala;Bonsucesso;0;1;0;52;1000;410;92
15146,Conjunto Comercial/Sala;Centro;0;0;0;400;20000;5405;11304
15147,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;52;2000;874;
15148,Conjunto Comercial/Sala;Centro;0;0;0;100;6000;2000;
15149,Apartamento;Recreio dos Bandeirantes;4;2;3;190;3950;1290;300
15150,Conjunto Comercial/Sala;Centro;0;0;0;145;3500;2404;
15151,Casa;Campo Grande;2;0;1;54;1000;;
15152,Apartamento;Ipanema;3;1;1;107;6000;1260;328
15153,Prédio Inteiro;Centro;0;0;0;1904;100000;;38953
15154,Apartamento;São Cristóvão;2;1;0;50;990;375;15
15155,Apartamento;Leblon;2;1;1;73;5500;1870;400
15156,Casa de Condomínio;Freguesia (Jacarepaguá);3;2;3;180;3500;600;
15157,Apartamento;Méier;2;0;0;130;1950;;
15158,Conjunto Comercial/Sala;Leblon;0;0;0;150;30000;3800;440
15159,Casa de Condomínio;Barra da Tijuca;3;3;1;325;6500;1172;575
15160,Apartamento;Leblon;1;0;1;50;2990;1725;259
15161,Apartamento;Recreio dos Bandeirantes;2;0;2;80;3500;1370;240
15162,Apartamento;Engenho Novo;2;1;0;92;900;660;93
15163,Apartamento;Copacabana;3;1;2;220;12000;;
15164,Apartamento;Flamengo;3;1;0;100;3300;700;147
15165,Apartamento;Ipanema;3;1;1;162;7000;1620;450
15166,Apartamento;Copacabana;1;0;0;31;1100;397;67
15167,Apartamento;Copacabana;4;0;0;300;26000;1580;
15168,Apartamento;Barra da Tijuca;4;3;2;225;7600;2651;720
15169,Loja/Salão;Barra da Tijuca;0;1;0;100;4500;1400;2021
15170,Apartamento;Jardim Botânico;3;2;1;145;4500;1575;
15171,Apartamento;Barra da Tijuca;3;2;2;210;4200;2800;
15172,Apartamento;Botafogo;3;2;1;104;3650;1870;254
15173,Apartamento;Rocha;2;1;0;68;1000;;
15174,Conjunto Comercial/Sala;Barra da Tijuca;0;32;0;1800;245000;25000;2700
15175,Apartamento;Barra da Tijuca;4;3;4;340;12000;3400;700
15176,Loja/Salão;Ipanema;0;0;0;78;18000;5500;845
15177,Apartamento;Camorim;3;2;1;161;1500;900;2700
15178,Apartamento;Barra da Tijuca;4;3;4;392;25000;6700;25000
15179,Apartamento;Tijuca;3;0;1;85;1500;763;137
15180,Apartamento;Barra da Tijuca;4;3;4;200;8000;4300;
15181,Conjunto Comercial/Sala;Leblon;0;0;0;300;60000;6000;3217
15182,Loja/Salão;Barra da Tijuca;0;4;0;150;5000;5611;3414
15183,Apartamento;Catete;1;0;0;35;2700;;
15184,Conjunto Comercial/Sala;Centro;1;0;0;36;850;600;
15185,Apartamento;Leblon;4;3;2;250;10000;3300;800
15186,Casa de Vila;Taquara;1;0;0;60;1000;;
15187,Conjunto Comercial/Sala;Ipanema;0;1;0;33;3000;861;258
15188,Quitinete;Copacabana;1;0;0;42;5000;500;1300
15189,Apartamento;Taquara;3;1;3;82;1600;700;95
15190,Apartamento;Freguesia (Jacarepaguá);2;1;1;57;1500;606;77
15191,Apartamento;Copacabana;3;0;0;100;3000;650;
15192,Apartamento;Flamengo;1;1;0;44;1799;440;20
15193,Apartamento;Recreio dos Bandeirantes;2;1;1;69;2300;550;1400
15194,Conjunto Comercial/Sala;Laranjeiras;0;3;0;471;40035;9420;
15195,Apartamento;Copacabana;1;0;0;35;1600;500;
15196,Conjunto Comercial/Sala;Centro;0;0;0;550;17500;5600;2500
15197,Conjunto Comercial/Sala;Centro;0;0;0;60;2500;800;130
15198,Quitinete;Copacabana;1;0;0;39;1300;650;76
15199,Casa de Condomínio;Barra da Tijuca;5;6;4;600;11000;1680;1700
15200,Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;110;7800;1950;
15201,Apartamento;Botafogo;3;2;1;105;5000;1800;2570
15202,Apartamento;Ipanema;3;1;1;145;8000;1550;438
15203,Conjunto Comercial/Sala;Vila Isabel;0;1;0;30;1000;950;191
15204,Apartamento;Flamengo;2;0;0;86;2500;634;143
15205,Apartamento;Freguesia (Jacarepaguá);2;1;0;75;1190;570;50
15206,Apartamento;Barra da Tijuca;3;2;1;200;5500;1700;230
15207,Conjunto Comercial/Sala;Centro;0;0;0;160;11000;5376;656
15208,Quitinete;Glória;1;0;0;29;900;335;24
15209,Apartamento;Recreio dos Bandeirantes;2;1;1;85;2000;690;142
15210,Apartamento;Copacabana;2;0;0;70;3500;500;92
15211,Apartamento;Catete;3;1;1;94;3000;1227;
15212,Loja/Salão;Copacabana;0;0;0;476;30000;;
15213,Galpão/Depósito/Armazém;Freguesia (Jacarepaguá);0;10;0;600;9500;;215
15214,Loja/Salão;Méier;0;0;0;330;10000;;2400
15215,Apartamento;Leblon;1;1;0;54;3990;1590;110
15216,Apartamento;Flamengo;4;1;2;269;8500;2200;540
15217,Apartamento;Tijuca;2;1;0;99;1800;660;141
15218,Apartamento;Barra da Tijuca;4;4;3;500;28000;8000;2630
15219,Loja/Salão;Freguesia (Jacarepaguá);0;2;0;53;5000;757;
15220,Apartamento;Recreio dos Bandeirantes;3;2;1;90;2600;540;140
15221,Apartamento;Barra da Tijuca;1;1;0;70;2500;1000;200
15222,Apartamento;Copacabana;2;1;1;85;2600;819;136
15223,Apartamento;Santa Teresa;3;0;0;96;2600;448;
15224,Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;80;2900;2800;600
15225,Apartamento;Centro;1;1;0;38;1200;381;14
15226,Apartamento;Flamengo;1;0;0;55;1800;500;30
15227,Apartamento;Tijuca;1;1;0;54;1600;690;
15228,Apartamento;Tijuca;2;0;0;70;1700;690;80
15229,Apartamento;Tijuca;2;0;0;75;1800;574;24
15230,Apartamento;Copacabana;4;1;0;295;4999;2100;530
15231,Casa de Condomínio;Barra da Tijuca;4;3;4;270;11000;700;550
15232,Apartamento;Recreio dos Bandeirantes;3;3;2;195;2800;750;450
15233,Casa de Condomínio;Barra da Tijuca;5;4;2;600;12000;800;
15234,Loja Shopping/ Ct Comercial;Copacabana;0;0;0;80;2000;978;315
15235,Apartamento;Barra da Tijuca;1;1;1;60;1600;1095;107
15236,Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;26;850;640;
15237,Apartamento;Lagoa;4;1;1;178;5100;1900;550
15238,Conjunto Comercial/Sala;Centro;0;0;0;125;8000;2950;
15239,Apartamento;Copacabana;3;1;1;126;3200;1430;187
15240,Apartamento;Tijuca;3;1;0;100;2000;800;
15241,Casa;Jacarepaguá;8;20;7;2000;15000;;
15242,Apartamento;Curicica;2;1;0;44;1100;395;162
15243,Apartamento;Lagoa;4;2;1;256;15000;2300;800
15244,Apartamento;Recreio dos Bandeirantes;3;1;1;100;2900;754;
15245,Quitinete;Copacabana;1;0;1;44;1500;376;25
15246,Apartamento;Ipanema;2;1;1;90;5300;1350;350
15247,Loja/Salão;Maracanã;0;0;0;800;25000;;
15248,Apartamento;Recreio dos Bandeirantes;3;1;2;75;3000;804;135
15249,Apartamento;Engenho Novo;1;0;0;46;1100;500;
15250,Conjunto Comercial/Sala;Centro;0;0;0;1400;50000;22000;6758
15251,Casa de Condomínio;Barra da Tijuca;4;4;4;400;16000;1300;590
15252,Conjunto Comercial/Sala;Del Castilho;0;1;0;28;750;787;104
15253,Apartamento;Barra da Tijuca;2;2;1;84;2300;1308;214
15254,Apartamento;Pechincha;3;1;1;90;1150;837;116
15255,Apartamento;Tijuca;3;1;1;100;3000;880;131
15256,Apartamento;Jardim Guanabara;3;2;1;120;2250;451;254
15257,Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;102;2500;2347;605
15258,Apartamento;Barra da Tijuca;3;1;1;85;1800;1200;
15259,Loja/Salão;Campo Grande;0;1;0;75;1550;;
15260,Apartamento;Laranjeiras;3;1;1;93;3000;1100;
15261,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;37;900;599;212
15262,Apartamento;Ipanema;4;3;1;230;12900;3800;
15263,Apartamento;Botafogo;3;2;1;120;5500;1420;
15264,Loja/Salão;Barra da Tijuca;0;5;0;236;18880;3540;
15265,Apartamento;Engenho da Rainha;2;1;0;52;700;576;
15266,Apartamento;Laranjeiras;1;0;0;24;900;415;29
15267,Apartamento;Leblon;2;0;0;78;3100;890;202
15268,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;34;1300;1100;329
15269,Conjunto Comercial/Sala;Centro;0;0;0;33;400;855;87
15270,Apartamento;Copacabana;3;0;0;154;4500;1800;
15271,Terreno Padrão;Caju;0;0;0;5000;30000;;1143
15272,Apartamento;Rocha Miranda;2;1;0;55;1100;220;
15273,Apartamento;Copacabana;5;2;2;390;12400;3522;1082
15274,Loja/Salão;Barra da Tijuca;0;2;0;232;40000;1200;2980
15275,Conjunto Comercial/Sala;Centro;0;0;0;119;3900;3700;660
15276,Apartamento;Barra da Tijuca;2;2;1;80;3000;1200;250
15277,Conjunto Comercial/Sala;Barra da Tijuca;0;8;0;250;14000;9500;2300
15278,Conjunto Comercial/Sala;Centro;0;0;0;31;600;1034;126
15279,Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;45;2100;1200;
15280,Apartamento;Tijuca;2;0;0;84;1700;690;
15281,Conjunto Comercial/Sala;Centro;0;0;0;1368;171025;;
15282,Apartamento;Gávea;3;1;1;107;4500;1142;255
15283,Apartamento;Ipanema;1;1;0;90;7000;;
15284,Apartamento;Ipanema;3;1;1;126;6000;1516;590
15285,Quitinete;Copacabana;1;0;0;30;1600;540;25
15286,Apartamento;Madureira;2;0;0;53;900;250;
15287,Conjunto Comercial/Sala;Centro;0;0;0;548;15000;4550;1257
15288,Casa Comercial;Tijuca;0;0;0;150;3800;;165
15289,Galpão/Depósito/Armazém;Bonsucesso;0;5;0;400;7000;;
15290,Apartamento;Barra da Tijuca;2;1;1;77;3000;1350;180
15291,Apartamento;Campo Grande;2;1;0;58;700;130;
15292,Casa de Condomínio;Recreio dos Bandeirantes;5;2;5;236;3700;730;
15293,Apartamento;Jacarepaguá;2;1;0;55;1000;480;52
15294,Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;60;2500;950;100
15295,Casa;Freguesia (Jacarepaguá);3;2;0;140;2200;;128
15296,Loja/Salão;São Cristóvão;0;0;0;270;8800;;800
15297,Casa de Vila;Guadalupe;1;0;0;45;700;;
15298,Quitinete;Realengo;1;0;0;60;650;;
15299,Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;126;3550;3100;
15300,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;38;1300;701;100
15301,Apartamento;Laranjeiras;1;0;0;25;1300;450;25
15302,Apartamento;Bonsucesso;2;0;0;57;1100;450;
15303,Apartamento;Recreio dos Bandeirantes;2;1;1;106;1700;650;206
15304,Conjunto Comercial/Sala;Jardim Guanabara;0;1;0;32;1200;47000;84
15305,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;35;1000;490;
15306,Apartamento;Flamengo;3;1;1;100;3700;660;182
15307,Apartamento;Copacabana;2;0;0;90;2300;772;191
15308,Apartamento;Centro;2;0;0;47;1200;515;50
15309,Conjunto Comercial/Sala;Santo Cristo;0;1;0;27;900;460;50
15310,Apartamento;Lagoa;3;1;0;115;4200;990;220
15311,Apartamento;Lagoa;4;3;1;210;11000;2000;944
15312,Apartamento;Realengo;3;1;1;100;1400;605;
15313,Apartamento;Copacabana;2;0;1;80;3500;650;80
15314,Conjunto Comercial/Sala;Centro;0;0;0;364;8000;5470;1969
15315,Conjunto Comercial/Sala;Botafogo;0;1;0;71;1800;1680;480
15316,Apartamento;Freguesia (Jacarepaguá);3;2;1;120;1990;980;153
15317,Apartamento;Vila Isabel;3;2;0;95;1600;700;
15318,Apartamento;Ipanema;3;2;2;113;9000;1885;580
15319,Casa Comercial;Botafogo;0;5;0;450;16000;;
15320,Apartamento;Barra da Tijuca;2;2;2;82;2600;1750;150
15321,Conjunto Comercial/Sala;Campo Grande;0;0;0;25;850;240;
15322,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;31;800;640;52
15323,Conjunto Comercial/Sala;Barra da Tijuca;0;12;0;427;13000;14600;3050
15324,Loja/Salão;Olaria;0;20;0;1650;15000;530;
15325,Apartamento;Leblon;2;0;0;63;3300;841;
15326,Galpão/Depósito/Armazém;Campo Grande;0;0;0;13130;15000;;1600
15327,Apartamento;Lagoa;2;1;1;80;4000;1118;359
15328,Apartamento;Freguesia (Jacarepaguá);2;1;2;75;1600;580;
15329,Prédio Inteiro;Centro;0;0;0;1015;80000;;9007
15330,Loja/Salão;Centro;0;0;0;485;50000;;48000
15331,Apartamento;Vila da Penha;1;0;0;40;800;;
15332,Loja/Salão;Centro;0;0;0;315;10000;;500
15333,Apartamento;Glória;2;0;0;74;2200;544;81
15334,Galpão/Depósito/Armazém;São Cristóvão;0;0;0;1500;20000;;3100
15335,Conjunto Comercial/Sala;Centro;0;0;0;17;450;523;
15336,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;1000;790;90
15337,Apartamento;Copacabana;2;1;1;100;4250;1630;387
15338,Apartamento;Maracanã;3;1;0;81;1750;597;94
15339,Quitinete;Glória;1;0;0;30;1000;357;
15340,Apartamento;Ipanema;2;2;1;160;7999;1231;461
15341,Loja/Salão;Barra da Tijuca;0;1;0;120;6500;2300;150
15342,Apartamento;Leblon;3;2;1;151;9500;2600;400
15343,Apartamento;Barra da Tijuca;3;3;0;128;3300;1500;200
15344,Conjunto Comercial/Sala;Centro;0;0;0;125;4900;1956;470
15345,Apartamento;Copacabana;2;0;1;108;2500;1020;
15346,Casa de Vila;Laranjeiras;3;1;0;115;4200;;128
15347,Conjunto Comercial/Sala;Tijuca;0;1;0;28;1300;860;80
15348,Apartamento;Ipanema;2;2;1;170;8000;1400;355
15349,Casa;Jardim Botânico;5;4;1;845;35000;;1540
15350,Apartamento;Vila Isabel;2;0;0;63;1250;224;48
15351,Apartamento;Madureira;1;0;0;40;600;;
15352,Apartamento;Campo Grande;2;1;0;50;730;220;
15353,Quitinete;Barra da Tijuca;1;1;0;35;1300;1700;
15354,Casa de Condomínio;Campo Grande;2;1;0;85;1000;;
15355,Apartamento;São Conrado;2;1;1;88;2300;1080;
15356,Apartamento;Ipanema;2;1;0;90;7000;;
15357,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;800;940;156
15358,Conjunto Comercial/Sala;Realengo;0;0;0;60;950;;
15359,Apartamento;Botafogo;1;1;0;42;2700;507;68
15360,Apartamento;Taquara;1;1;0;55;700;406;
15361,Galpão/Depósito/Armazém;Ricardo de Albuquerque;0;20;0;360;6450;;
15362,Apartamento;Piedade;2;1;0;70;1000;150;135
15363,Apartamento;Flamengo;3;1;1;125;5200;770;343
15364,Apartamento;Copacabana;2;2;2;75;5000;2000;100
15365,Apartamento;Leblon;4;2;1;150;7500;2000;400
15366,Apartamento;Taquara;2;1;0;55;900;514;39
15367,Apartamento;Copacabana;3;0;1;200;4500;1900;360
15368,Conjunto Comercial/Sala;Centro;0;0;0;83;2400;1325;193
15369,Flat;Lagoa;2;1;0;58;2500;1400;420
15370,Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;390;10000;5800;3513
15371,Apartamento;Barra da Tijuca;3;1;1;70;2200;615;80
15372,Apartamento;Ipanema;3;2;1;150;6300;2200;495
15373,Loja/Salão;Leblon;0;0;0;8;700;384;112
15374,Apartamento;Leblon;3;2;1;205;5400;3000;675
15375,Apartamento;Copacabana;1;0;0;35;1250;380;17
15376,Apartamento;Copacabana;1;0;0;46;1600;600;25
15377,Apartamento;Leblon;4;3;4;300;8500;10000;1280
15378,Conjunto Comercial/Sala;Centro;0;0;0;34;1000;936;155
15379,Prédio Inteiro;Botafogo;0;30;0;3100;300000;;17283
15380,Apartamento;Lagoa;4;3;1;230;12000;4600;860
15381,Apartamento;Leblon;4;2;1;154;7500;1750;350
15382,Apartamento;Urca;2;0;0;63;3800;770;
15383,Apartamento;Tijuca;2;1;1;80;2200;990;104
15384,Conjunto Comercial/Sala;Anchieta;0;0;0;33;750;;15
15385,Apartamento;Barra da Tijuca;2;2;1;98;2500;1800;200
15386,Apartamento;São Cristóvão;2;1;1;60;1350;630;38
15387,Conjunto Comercial/Sala;Centro;0;27;0;4442;546840;115492;
15388,Apartamento;Botafogo;1;0;1;40;2800;800;180
15389,Apartamento;Barra da Tijuca;4;2;4;400;15000;3000;700
15390,Apartamento;Flamengo;1;1;0;90;2000;1540;197
15391,Apartamento;Barra da Tijuca;3;2;1;117;4500;990;624
15392,Casa;Jardim Botânico;4;3;4;451;20000;;1750
15393,Conjunto Comercial/Sala;Centro;0;0;0;110;3000;1625;512
15394,Apartamento;Copacabana;4;1;2;190;6500;2900;366
15395,Apartamento;Copacabana;3;1;1;140;4800;1200;200
15396,Apartamento;Botafogo;3;1;0;105;2800;1060;101
15397,Apartamento;Barra da Tijuca;2;1;1;80;2150;1327;
15398,Casa de Condomínio;Barra de Guaratiba;4;2;2;300;7500;1300;802
15399,Galpão/Depósito/Armazém;Olaria;0;0;0;2700;14000;;
15400,Apartamento;Ipanema;4;2;3;300;15000;5000;1000
15401,Quitinete;Ramos;1;0;0;25;680;;
15402,Apartamento;Humaitá;3;1;1;110;4200;1150;252
15403,Apartamento;Leblon;2;1;1;110;6300;1800;150
15404,Apartamento;Copacabana;3;1;0;100;2300;1451;248
15405,Apartamento;Andaraí;1;1;0;60;1300;1;25
15406,Apartamento;Lagoa;4;1;4;398;17000;;
15407,Apartamento;Vila Isabel;2;0;0;83;1700;260;81
15408,Loja Shopping/ Ct Comercial;Centro;0;0;0;11;4500;;73
15409,Apartamento;Padre Miguel;2;1;0;61;800;435;
15410,Casa de Condomínio;Vargem Pequena;4;2;4;230;3450;390;160
